attendance_binary,previous_attendance,previous_away_team_errors,previous_away_team_hits,previous_away_team_runs,game_type,previous_game_type,previous_home_team_errors,previous_home_team_hits,previous_home_team_runs,game_day,previous_game_day,temperature,wind_speed,sky,previous_game_duration,previous_homewin
0,21096,0,6,1,Night Game,Day Game,1,5,0,Friday,Wednesday,78,0,In Dome,3.066666667,0
1,41098,0,7,6,Night Game,Day Game,0,8,2,Friday,Wednesday,73,6,Sunny,3.283333333,0
0,16652,2,6,4,Night Game,Night Game,0,14,14,Friday,Thursday,90,15,Unknown,3.166666667,1
1,34196,1,11,8,Night Game,Day Game,0,14,6,Monday,Thursday,90,8,Sunny,3.9,0
1,12982,1,6,4,Night Game,Night Game,0,12,5,Friday,Thursday,83,6,Sunny,3,1
0,14108,2,8,4,Night Game,Night Game,2,8,5,Friday,Thursday,83,5,Cloudy,2.666666667,1
0,31040,0,12,10,Night Game,Day Game,0,4,2,Friday,Sunday,84,10,Sunny,2.883333333,0
1,20288,0,7,5,Night Game,Night Game,1,18,13,Friday,Thursday,86,4,Sunny,2.666666667,1
1,24099,1,6,8,Night Game,Night Game,2,7,2,Friday,Thursday,75,11,Unknown,3.533333333,0
1,37721,1,8,4,Night Game,Night Game,0,10,6,Friday,Thursday,82,6,Sunny,2.966666667,1
1,41139,0,7,6,Night Game,Day Game,0,10,5,Thursday,Wednesday,61,12,Cloudy,3.35,0
1,32710,1,14,6,Night Game,Day Game,3,5,5,Thursday,Sunday,77,10,Sunny,3.216666667,0
0,21137,0,11,7,Night Game,Night Game,0,11,2,Thursday,Wednesday,86,6,Cloudy,3.383333333,0
1,34310,1,7,1,Night Game,Night Game,0,4,2,Thursday,Thursday,87,13,Sunny,2.416666667,1
1,28790,2,7,4,Day Game,Night Game,0,6,1,Thursday,Wednesday,80,1,Cloudy,2.783333333,0
0,14371,0,13,10,Night Game,Night Game,2,13,7,Thursday,Wednesday,79,7,Cloudy,3.5,0
1,29268,0,4,0,Day Game,Night Game,0,17,10,Sunday,Saturday,79,7,Sunny,2.516666667,1
0,20296,0,7,3,Night Game,Night Game,1,5,2,Friday,Thursday,74,9,Cloudy,3.333333333,0
0,19045,3,8,5,Night Game,Night Game,3,8,2,Friday,Thursday,77,0,In Dome,3.216666667,0
1,53297,0,8,4,Night Game,Night Game,1,1,0,Friday,Thursday,68,7,Sunny,3.033333333,0
0,27508,0,12,8,Night Game,Day Game,0,7,2,Friday,Wednesday,73,0,In Dome,2.983333333,0
1,31032,0,7,5,Night Game,Day Game,0,10,10,Friday,Sunday,82,6,Sunny,3.15,1
0,19072,1,8,6,Night Game,Night Game,1,11,7,Friday,Thursday,76,7,Cloudy,3.1,1
1,36842,1,7,2,Night Game,Day Game,2,19,16,Friday,Sunday,87,7,Cloudy,2.816666667,1
0,18698,1,8,3,Night Game,Night Game,1,2,1,Friday,Thursday,77,0,In Dome,2.916666667,0
1,39100,0,12,10,Night Game,Night Game,2,15,8,Thursday,Wednesday,87,8,Cloudy,3.466666667,0
1,44404,0,17,8,Night Game,Night Game,0,9,2,Thursday,Wednesday,68,0,In Dome,3.35,0
0,26743,1,8,2,Night Game,Night Game,0,11,6,Thursday,Wednesday,92,15,Sunny,2.9,1
0,11896,1,9,3,Day Game,Night Game,0,12,4,Thursday,Wednesday,72,0,In Dome,3.683333333,1
1,38843,0,12,5,Day Game,Day Game,0,18,13,Sunday,Saturday,85,6,Sunny,3.483333333,1
0,12059,0,7,1,Night Game,Day Game,0,7,2,Friday,Thursday,72,0,In Dome,2.533333333,1
0,41536,0,9,5,Night Game,Day Game,0,8,0,Friday,Wednesday,67,1,In Dome,3.3,0
0,23717,0,7,5,Night Game,Day Game,1,11,4,Friday,Wednesday,74,8,Cloudy,2.933333333,0
0,16503,0,6,2,Night Game,Night Game,1,2,1,Friday,Wednesday,79,7,Unknown,2.833333333,0
0,12795,1,9,1,Night Game,Day Game,0,10,5,Friday,Wednesday,64,13,Cloudy,2.616666667,1
1,29330,1,10,6,Night Game,Night Game,0,9,4,Friday,Thursday,79,8,Cloudy,3.416666667,0
0,20329,0,15,5,Night Game,Night Game,0,9,8,Friday,Thursday,72,13,Cloudy,3.216666667,1
1,44745,2,4,0,Night Game,Day Game,0,4,1,Friday,Sunday,73,5,Sunny,3.133333333,1
0,22615,1,11,5,Night Game,Night Game,2,6,4,Friday,Wednesday,73,7,Sunny,4.316666667,0
0,24790,0,6,0,Night Game,Day Game,0,14,7,Friday,Wednesday,82,4,Sunny,2.916666667,1
0,11811,0,8,4,Night Game,Night Game,0,12,8,Friday,Wednesday,71,18,Sunny,2.75,1
0,16100,1,7,6,Night Game,Night Game,1,4,5,Friday,Wednesday,76,12,Cloudy,2.733333333,0
0,25910,0,11,5,Night Game,Day Game,2,10,6,Monday,Sunday,80,7,Sunny,3.716666667,1
1,28225,0,6,6,Night Game,Night Game,1,11,4,Saturday,Friday,87,8,Cloudy,3.283333333,0
1,26492,0,12,7,Night Game,Night Game,1,10,6,Saturday,Friday,77,0,In Dome,5.383333333,0
1,42139,0,8,2,Night Game,Night Game,0,4,1,Saturday,Friday,81,7,Sunny,3.366666667,0
0,25412,1,6,4,Night Game,Night Game,1,5,1,Friday,Thursday,92,8,Sunny,2.8,0
1,47444,1,10,6,Night Game,Day Game,1,13,9,Friday,Sunday,77,3,Unknown,3,1
1,40416,2,17,12,Night Game,Night Game,1,11,5,Friday,Thursday,82,4,Unknown,3.25,0
0,26053,2,8,1,Night Game,Night Game,0,12,14,Friday,Thursday,70,12,Sunny,3.433333333,1
0,22288,0,6,1,Night Game,Night Game,1,11,4,Friday,Thursday,78,0,Overcast,2.466666667,1
0,11866,1,2,1,Night Game,Day Game,0,10,4,Friday,Wednesday,60,11,Sunny,3.183333333,1
1,27631,1,12,4,Night Game,Night Game,0,10,5,Friday,Thursday,87,4,Cloudy,3.35,1
0,17972,1,11,5,Night Game,Night Game,1,12,6,Friday,Wednesday,72,6,Unknown,3.133333333,1
0,16592,1,4,0,Night Game,Night Game,0,13,6,Friday,Wednesday,77,0,In Dome,2.866666667,1
0,35052,0,5,2,Night Game,Day Game,0,8,3,Monday,Sunday,66,9,Unknown,2.516666667,1
1,17493,0,8,3,Night Game,Night Game,0,11,6,Friday,Thursday,67,3,Unknown,3.366666667,1
0,15247,0,13,15,Night Game,Night Game,1,5,2,Friday,Thursday,70,11,Sunny,2.9,0
1,30257,0,9,1,Night Game,Night Game,0,9,5,Friday,Sunday,68,11,Cloudy,2.983333333,1
0,32176,1,16,14,Night Game,Night Game,1,9,5,Friday,Thursday,68,2,Overcast,3.316666667,0
1,23961,0,13,5,Night Game,Night Game,0,11,6,Friday,Wednesday,69,8,Sunny,3.266666667,1
0,15275,0,9,7,Night Game,Day Game,0,9,10,Friday,Thursday,75,8,Cloudy,3.233333333,1
0,14368,1,6,7,Night Game,Night Game,1,6,0,Friday,Wednesday,71,4,Rain,3.016666667,0
1,41362,0,7,5,Day Game,Night Game,2,10,4,Friday,Thursday,79,8,Cloudy,3.166666667,0
1,37767,0,14,5,Night Game,Night Game,0,9,7,Friday,Thursday,66,17,Sunny,3.866666667,1
1,19233,1,12,7,Night Game,Night Game,0,9,6,Friday,Thursday,73,5,Cloudy,3.45,0
1,21498,0,8,7,Night Game,Night Game,1,9,5,Friday,Wednesday,84,10,Cloudy,3.066666667,0
1,39691,0,12,11,Day Game,Night Game,0,6,2,Sunday,Saturday,93,7,Cloudy,2.866666667,0
1,41001,1,13,8,Night Game,Day Game,0,2,1,Friday,Wednesday,68,0,In Dome,2.966666667,0
0,13355,0,8,0,Night Game,Night Game,1,7,2,Friday,Thursday,72,0,In Dome,2.616666667,1
0,25789,1,6,2,Night Game,Night Game,0,6,1,Friday,Thursday,62,10,Sunny,2.916666667,0
0,26744,1,13,8,Night Game,Day Game,1,7,0,Friday,Sunday,83,5,Sunny,2.933333333,0
0,11197,1,9,6,Night Game,Day Game,0,7,5,Friday,Wednesday,64,12,Sunny,3.216666667,0
1,35759,1,9,8,Night Game,Night Game,0,11,9,Friday,Thursday,80,11,Sunny,4.383333333,1
0,18374,1,9,9,Night Game,Day Game,1,5,2,Friday,Thursday,64,8,Unknown,3.15,0
1,24582,0,5,1,Night Game,Night Game,0,4,3,Friday,Thursday,74,0,In Dome,2.65,1
0,22086,1,7,6,Night Game,Night Game,0,6,3,Friday,Thursday,77,0,In Dome,2.766666667,0
1,48344,0,7,4,Night Game,Night Game,1,9,7,Friday,Thursday,72,4,Sunny,2.933333333,1
0,20022,1,5,2,Night Game,Night Game,1,8,0,Friday,Thursday,73,0,In Dome,2.683333333,0
0,26932,0,11,5,Night Game,Day Game,1,9,1,Friday,Thursday,71,11,Unknown,3.066666667,0
0,36270,1,4,0,Night Game,Day Game,0,10,4,Monday,Sunday,90,3,Sunny,3.416666667,1
1,41275,2,10,2,Night Game,Night Game,0,10,7,Friday,Thursday,59,18,Sunny,3.25,1
0,19796,0,9,2,Night Game,Night Game,0,12,3,Friday,Thursday,64,1,Sunny,2.9,1
0,21703,0,7,3,Night Game,Night Game,1,10,8,Friday,Wednesday,61,13,Unknown,2.716666667,1
1,41597,0,4,1,Night Game,Night Game,0,8,5,Friday,Thursday,56,19,Drizzle,3.283333333,1
0,29566,0,13,7,Night Game,Night Game,2,13,6,Friday,Thursday,66,9,Sunny,3.266666667,0
1,26099,2,8,1,Night Game,Day Game,0,12,11,Friday,Wednesday,72,3,Cloudy,2.716666667,1
0,19597,1,7,4,Night Game,Day Game,2,14,7,Friday,Sunday,63,6,Cloudy,2.866666667,1
0,14792,0,11,5,Night Game,Night Game,0,8,3,Friday,Thursday,63,16,Overcast,3.25,0
1,37306,1,11,4,Night Game,Night Game,0,10,5,Friday,Sunday,56,15,Rain,3.516666667,1
1,32121,0,9,2,Night Game,Night Game,0,7,5,Friday,Thursday,69,4,Cloudy,3.3,1
1,26159,1,10,9,Night Game,Day Game,0,16,10,Friday,Sunday,90,13,Cloudy,4.483333333,1
1,32524,2,9,6,Night Game,Night Game,0,10,8,Friday,Wednesday,80,6,Sunny,3.3,1
0,31635,0,4,1,Day Game,Day Game,1,7,2,Sunday,Saturday,73,2,Overcast,3.05,1
1,38116,0,13,9,Night Game,Night Game,1,6,3,Wednesday,Tuesday,69,7,Cloudy,3.483333333,0
1,38172,0,9,5,Night Game,Night Game,2,4,1,Tuesday,Wednesday,71,9,Night,4.066666667,0
1,41706,0,10,7,Night Game,Night Game,2,7,2,Sunday,Saturday,50,10,Cloudy,3.266666667,0
1,41703,1,8,1,Night Game,Night Game,0,5,0,Saturday,Friday,59,7,Cloudy,3.55,0
1,42386,1,2,0,Night Game,Night Game,1,7,5,Friday,Saturday,62,14,Cloudy,2.6,1
1,38091,0,7,0,Night Game,Night Game,0,10,6,Wednesday,Tuesday,43,11,Cloudy,3.616666667,1
1,37870,1,3,1,Night Game,Day Game,0,4,2,Tuesday,Saturday,50,10,Cloudy,2.733333333,1
1,42384,1,3,1,Night Game,Night Game,0,2,0,Saturday,Sunday,61,5,Night,2.75,0
1,54449,2,13,10,Night Game,Night Game,4,6,2,Thursday,Wednesday,89,7,Night,3.966666667,0
1,49142,1,2,1,Day Game,Day Game,0,9,5,Wednesday,Tuesday,68,0,In Dome,3.016666667,1
1,54269,0,4,0,Night Game,Night Game,0,10,6,Wednesday,Tuesday,89,4,Night,3.3,1
1,49507,0,7,4,Day Game,Night Game,0,7,2,Tuesday,Monday,68,0,In Dome,3.383333333,0
1,49617,0,8,5,Night Game,Day Game,0,7,6,Tuesday,Tuesday,72,4,Night,3.733333333,1
1,49555,1,4,6,Night Game,Night Game,0,10,7,Monday,Sunday,68,0,In Dome,3.35,1
1,42376,0,9,4,Night Game,Night Game,0,9,8,Sunday,Saturday,70,6,Overcast,3.616666667,1
1,37727,0,7,0,Day Game,Night Game,0,6,2,Saturday,Friday,76,14,Sunny,2.733333333,1
1,42392,1,6,2,Night Game,Night Game,3,9,5,Saturday,Saturday,72,14,Cloudy,3.05,1
1,37842,1,3,0,Night Game,Day Game,0,9,6,Friday,Friday,58,5,Night,3.316666667,1
1,43826,0,8,2,Night Game,Day Game,0,9,5,Thursday,Sunday,67,11,Night,3.916666667,1
1,43571,2,10,5,Night Game,Night Game,1,13,6,Tuesday,Monday,63,11,Cloudy,5.066666667,1
1,53901,0,9,8,Day Game,Day Game,1,6,3,Tuesday,Monday,70,6,Cloudy,4.2,0
1,41445,1,4,1,Night Game,Day Game,0,16,7,Monday,Sunday,58,13,Cloudy,3.066666667,1
1,51962,1,8,3,Day Game,Day Game,0,12,4,Monday,Sunday,84,5,Sunny,3.55,1
1,36787,0,9,2,Night Game,Day Game,1,4,1,Monday,Sunday,55,17,Night,3.233333333,0
1,43915,1,8,4,Day Game,Night Game,0,9,3,Sunday,Friday,62,8,Sunny,3.766666667,0
1,49934,0,4,2,Night Game,Night Game,0,9,5,Sunday,Tuesday,68,0,In Dome,3.416666667,1
1,42148,0,6,0,Night Game,Night Game,0,3,1,Saturday,Friday,59,6,Night,2.5,1
1,28730,0,14,7,Night Game,Day Game,0,10,10,Friday,Sunday,72,7,Cloudy,3.6,1
1,47434,0,13,10,Day Game,Day Game,1,4,1,Friday,Thursday,67,10,Overcast,2.966666667,0
1,37762,0,10,4,Day Game,Night Game,0,10,5,Friday,Thursday,80,12,Sunny,3.55,1
1,40859,0,5,1,Night Game,Night Game,0,8,3,Friday,Sunday,58,10,Cloudy,3.15,1
1,37015,0,13,6,Day Game,Day Game,2,11,4,Thursday,Sunday,90,12,Sunny,4,0
1,24118,0,6,3,Night Game,Day Game,3,2,0,Thursday,Sunday,79,8,Night,2.766666667,0
1,35093,0,3,0,Night Game,Day Game,1,14,17,Wednesday,Sunday,62,3,Night,3.533333333,1
1,47791,0,9,4,Night Game,Night Game,0,3,0,Tuesday,Thursday,63,18,Night,2.583333333,0
1,42093,1,5,4,Day Game,Night Game,1,3,1,Sunday,Saturday,82,7,Sunny,2.65,0
1,43328,0,7,3,Day Game,Day Game,0,11,4,Sunday,Saturday,71,6,Unknown,3.2,1
1,41320,1,3,0,Day Game,Day Game,0,7,3,Sunday,Saturday,62,10,Unknown,2.25,1
0,29522,1,16,9,Day Game,Night Game,2,13,8,Sunday,Saturday,58,1,Unknown,4.016666667,0
1,20225,0,11,5,Day Game,Day Game,0,8,3,Sunday,Saturday,66,2,Cloudy,3.016666667,0
1,33222,0,9,3,Day Game,Day Game,0,12,7,Sunday,Saturday,60,4,Unknown,2.9,1
0,28569,0,8,6,Day Game,Day Game,1,8,3,Sunday,Saturday,73,2,Cloudy,3.366666667,0
0,32835,1,7,4,Day Game,Night Game,1,12,3,Sunday,Saturday,77,3,Sunny,3.433333333,0
1,30970,1,8,4,Day Game,Day Game,0,10,7,Sunday,Saturday,71,7,Unknown,3.133333333,1
0,25730,0,5,6,Day Game,Night Game,0,4,0,Sunday,Saturday,65,6,Unknown,2.533333333,0
1,37396,0,4,4,Day Game,Night Game,0,5,3,Sunday,Saturday,56,6,Unknown,3.483333333,0
1,40124,0,7,3,Day Game,Night Game,0,8,5,Sunday,Saturday,80,8,Cloudy,2.85,1
1,32811,3,11,5,Day Game,Night Game,0,10,9,Sunday,Saturday,79,0,In Dome,2.766666667,1
0,32487,0,10,3,Day Game,Night Game,1,4,0,Sunday,Saturday,75,5,Cloudy,2.916666667,0
1,30857,0,12,7,Day Game,Night Game,2,7,4,Saturday,Friday,66,4,Overcast,3.133333333,0
1,35968,0,4,1,Night Game,Night Game,2,10,3,Saturday,Friday,79,5,Sunny,3,1
1,43070,2,5,0,Day Game,Night Game,0,7,7,Saturday,Friday,67,11,Unknown,2.7,1
1,41359,0,9,3,Day Game,Night Game,0,13,9,Saturday,Friday,65,14,Sunny,3.25,1
0,24088,0,2,1,Night Game,Night Game,1,7,5,Saturday,Friday,60,1,In Dome,2.583333333,1
0,20556,0,9,5,Day Game,Night Game,1,7,1,Saturday,Friday,63,10,Unknown,2.883333333,0
1,33955,1,10,8,Day Game,Night Game,1,3,1,Saturday,Friday,60,10,Unknown,3.433333333,0
0,24741,0,10,7,Day Game,Night Game,2,5,2,Saturday,Friday,68,4,Overcast,2.6,0
1,41068,0,8,1,Night Game,Night Game,0,10,4,Saturday,Friday,75,2,Sunny,2.5,1
1,27368,0,8,7,Day Game,Night Game,0,5,3,Saturday,Friday,65,8,Overcast,2.65,0
0,19007,0,6,3,Night Game,Night Game,1,12,7,Saturday,Friday,61,5,Cloudy,2.933333333,1
1,37661,2,10,3,Night Game,Night Game,0,10,5,Saturday,Friday,56,15,Drizzle,3.416666667,1
1,41500,0,11,6,Night Game,Night Game,0,6,2,Saturday,Friday,73,5,Cloudy,3.35,0
1,42651,0,9,3,Night Game,Night Game,3,6,5,Saturday,Friday,75,0,In Dome,2.85,1
1,30112,1,8,1,Night Game,Night Game,0,6,7,Saturday,Friday,80,8,Sunny,2.666666667,1
1,21618,0,6,3,Night Game,Day Game,0,7,5,Friday,Thursday,66,13,Drizzle,2.916666667,1
1,36619,2,10,5,Night Game,Night Game,2,10,8,Friday,Wednesday,77,3,Sunny,2.983333333,1
1,38830,1,12,3,Night Game,Night Game,0,9,4,Friday,Thursday,64,5,Unknown,3.266666667,1
0,20577,0,8,3,Day Game,Night Game,1,5,0,Thursday,Wednesday,70,14,Overcast,1.916666667,0
1,44668,2,11,3,Night Game,Night Game,0,6,2,Thursday,Wednesday,68,0,In Dome,3.066666667,0
1,36275,0,10,2,Night Game,Night Game,2,7,1,Thursday,Wednesday,66,9,Unknown,2.8,0
1,41426,0,9,2,Night Game,Night Game,0,5,0,Thursday,Wednesday,58,13,Cloudy,2.916666667,0
0,39595,2,6,1,Night Game,Day Game,0,6,2,Thursday,Wednesday,62,1,Unknown,4.383333333,1
1,29471,1,9,5,Night Game,Night Game,0,8,6,Thursday,Wednesday,77,7,Sunny,2.75,1
0,24138,0,4,4,Night Game,Night Game,2,12,8,Thursday,Wednesday,63,12,Overcast,3.083333333,1
1,35520,0,5,3,Night Game,Night Game,1,3,5,Thursday,Wednesday,62,8,Unknown,3.466666667,1
0,23437,1,8,2,Night Game,Night Game,0,8,5,Thursday,Wednesday,69,9,Sunny,2.966666667,1
0,12976,0,3,0,Night Game,Night Game,0,5,1,Thursday,Wednesday,65,16,Unknown,2.166666667,1
1,22104,1,4,2,Night Game,Night Game,0,13,12,Thursday,Wednesday,72,12,Sunny,2.75,1
0,24297,0,6,2,Night Game,Night Game,0,3,4,Wednesday,Tuesday,70,9,Unknown,2.666666667,1
1,44762,1,8,1,Night Game,Night Game,0,9,5,Wednesday,Tuesday,67,22,Unknown,2.65,1
1,29668,1,10,4,Night Game,Night Game,0,7,6,Wednesday,Tuesday,86,1,Sunny,3.166666667,1
1,34286,0,12,5,Night Game,Night Game,0,13,12,Wednesday,Tuesday,60,15,Cloudy,3.283333333,1
1,41582,0,8,3,Night Game,Night Game,0,19,12,Wednesday,Tuesday,55,12,Unknown,3.083333333,1
0,27376,1,5,1,Night Game,Night Game,0,6,7,Wednesday,Tuesday,71,6,Sunny,3.033333333,1
0,22454,2,8,6,Night Game,Night Game,1,8,4,Wednesday,Tuesday,67,12,Cloudy,3.816666667,0
1,35161,0,10,4,Night Game,Night Game,1,14,6,Wednesday,Tuesday,61,20,Unknown,3.15,1
0,21759,1,19,12,Night Game,Night Game,0,6,1,Wednesday,Tuesday,78,0,In Dome,3.333333333,0
0,28435,0,8,3,Night Game,Night Game,1,7,4,Wednesday,Tuesday,64,14,Sunny,3.75,1
0,23499,2,11,4,Day Game,Night Game,0,11,8,Wednesday,Tuesday,73,0,In Dome,2.916666667,1
0,25696,0,4,0,Night Game,Night Game,0,16,12,Wednesday,Tuesday,60,2,Drizzle,3.016666667,1
0,14798,1,11,6,Night Game,Night Game,1,14,13,Wednesday,Tuesday,57,13,Overcast,2.95,1
0,22348,0,14,6,Night Game,Night Game,1,10,7,Wednesday,Tuesday,83,12,Sunny,3.033333333,1
1,27531,1,6,1,Night Game,Night Game,1,12,8,Wednesday,Tuesday,84,6,Unknown,2.566666667,1
0,18707,0,13,14,Night Game,Night Game,1,8,4,Tuesday,Monday,75,6,Sunny,3.35,0
1,44532,1,11,7,Night Game,Night Game,2,6,5,Tuesday,Monday,69,20,Sunny,3.366666667,0
0,27263,1,10,8,Night Game,Night Game,0,8,3,Tuesday,Monday,74,2,Unknown,2.85,0
1,34942,0,22,15,Night Game,Night Game,0,6,2,Tuesday,Monday,70,7,Sunny,2.8,0
1,41324,2,9,3,Night Game,Day Game,0,5,0,Tuesday,Sunday,65,10,Sunny,2.816666667,0
0,28456,0,7,3,Night Game,Day Game,1,8,4,Tuesday,Sunday,70,5,Cloudy,3.083333333,1
0,20519,0,18,12,Night Game,Night Game,2,10,2,Tuesday,Monday,70,13,Sunny,3.566666667,0
1,30254,1,4,2,Night Game,Day Game,3,3,0,Tuesday,Wednesday,71,7,Cloudy,2.95,0
0,26933,0,7,3,Night Game,Night Game,1,14,7,Tuesday,Monday,73,0,In Dome,3.466666667,1
0,31502,1,9,3,Night Game,Day Game,0,12,8,Tuesday,Monday,78,8,Sunny,2.583333333,1
0,24107,0,12,4,Night Game,Night Game,1,10,3,Tuesday,Monday,80,6,Unknown,3.866666667,0
0,24981,0,8,7,Night Game,Night Game,1,10,4,Tuesday,Monday,66,19,Cloudy,3.416666667,0
0,13665,0,9,1,Night Game,Night Game,1,11,7,Tuesday,Monday,68,14,Unknown,3.066666667,1
0,37296,0,7,2,Night Game,Day Game,0,12,6,Tuesday,Sunday,71,6,Overcast,2.6,1
0,29934,0,4,1,Night Game,Night Game,0,6,2,Tuesday,Monday,85,5,Sunny,2.583333333,1
0,29669,0,3,0,Night Game,Day Game,0,6,1,Monday,Wednesday,70,5,Overcast,2.5,1
1,47896,1,8,3,Night Game,Day Game,0,9,4,Monday,Sunday,68,0,In Dome,3.316666667,1
0,35609,0,8,5,Night Game,Night Game,2,8,4,Monday,Wednesday,66,8,Overcast,2.766666667,0
1,44701,0,12,7,Night Game,Day Game,0,3,0,Monday,Wednesday,67,6,Sunny,2.616666667,0
0,28924,0,14,10,Night Game,Day Game,1,7,7,Monday,Sunday,65,4,Unknown,4.016666667,0
0,26178,0,8,4,Night Game,Night Game,0,9,6,Monday,Saturday,77,0,In Dome,3.35,1
0,32958,0,7,1,Night Game,Day Game,0,9,4,Monday,Sunday,73,0,In Dome,2.383333333,1
0,33375,0,19,12,Night Game,Day Game,0,17,9,Monday,Sunday,65,16,Cloudy,3.85,0
0,14190,0,4,1,Night Game,Day Game,1,9,2,Monday,Thursday,65,13,Sunny,3.2,1
1,47828,0,3,0,Day Game,Day Game,0,6,3,Sunday,Saturday,60,10,Sunny,2.566666667,1
0,25641,0,8,6,Day Game,Night Game,0,11,4,Sunday,Saturday,72,0,In Dome,3.166666667,0
0,31171,1,12,9,Day Game,Night Game,2,8,6,Sunday,Saturday,81,9,Sunny,3.716666667,0
0,30137,0,12,6,Day Game,Night Game,3,8,1,Sunday,Saturday,74,2,Cloudy,3.466666667,0
0,16736,0,9,5,Day Game,Day Game,1,5,0,Sunday,Saturday,81,7,Sunny,2.966666667,0
1,39995,2,17,10,Day Game,Night Game,0,11,8,Sunday,Saturday,66,14,Sunny,3.783333333,0
0,24749,0,5,2,Day Game,Night Game,2,3,3,Sunday,Saturday,65,15,Overcast,2.1,1
1,31398,0,10,6,Day Game,Night Game,1,6,1,Sunday,Saturday,76,10,Cloudy,3.016666667,0
1,53299,3,6,1,Day Game,Night Game,0,13,14,Sunday,Saturday,95,4,Sunny,3.066666667,1
1,27565,1,12,10,Day Game,Night Game,2,8,4,Sunday,Saturday,73,0,In Dome,3.533333333,0
1,31721,1,10,7,Day Game,Day Game,1,14,4,Sunday,Saturday,71,13,Sunny,3.833333333,0
0,32088,1,15,8,Day Game,Night Game,3,8,1,Sunday,Saturday,70,4,Sunny,3.466666667,0
1,40785,0,14,10,Night Game,Day Game,1,8,4,Sunday,Saturday,81,3,Unknown,3.316666667,0
1,40610,2,7,1,Day Game,Night Game,0,10,6,Sunday,Saturday,67,3,Sunny,2.6,1
1,47016,2,3,0,Day Game,Night Game,1,13,9,Saturday,Friday,63,8,Sunny,3.1,1
0,20543,0,9,2,Night Game,Night Game,0,6,1,Saturday,Friday,72,0,In Dome,2.866666667,0
1,28404,0,4,2,Night Game,Night Game,0,8,7,Saturday,Friday,78,12,Sunny,2.9,1
1,29513,0,13,5,Night Game,Night Game,3,12,6,Saturday,Friday,70,4,Cloudy,4.6,1
0,26367,0,4,3,Day Game,Night Game,0,7,0,Saturday,Friday,76,5,Sunny,2.316666667,0
1,37873,2,10,5,Night Game,Night Game,1,10,10,Saturday,Friday,67,9,Sunny,3.666666667,1
0,22683,0,13,10,Night Game,Night Game,2,5,1,Saturday,Friday,70,15,Overcast,3.066666667,0
1,35364,1,9,4,Night Game,Night Game,2,8,5,Saturday,Friday,67,10,Unknown,2.8,1
0,23924,0,9,3,Night Game,Night Game,2,3,2,Saturday,Friday,76,0,In Dome,3.133333333,0
1,52320,0,8,2,Night Game,Night Game,2,8,5,Saturday,Friday,80,8,Sunny,3.65,1
0,29429,2,12,10,Night Game,Night Game,0,8,6,Saturday,Friday,73,0,In Dome,3.4,0
1,29480,3,11,3,Day Game,Night Game,0,9,8,Saturday,Friday,69,10,Cloudy,3.166666667,1
1,18937,2,7,4,Night Game,Night Game,0,13,10,Saturday,Friday,66,18,Sunny,3.033333333,1
1,40791,0,5,0,Day Game,Day Game,0,9,5,Saturday,Friday,67,7,Overcast,2.883333333,1
1,37815,2,9,2,Night Game,Night Game,0,9,3,Saturday,Friday,70,4,Sunny,4,1
0,15253,0,6,2,Night Game,Night Game,1,5,5,Friday,Thursday,75,16,Cloudy,2.666666667,1
1,40434,1,6,2,Day Game,Night Game,1,15,9,Friday,Wednesday,71,9,Overcast,3.2,1
1,26788,0,9,5,Night Game,Night Game,1,6,3,Friday,Thursday,81,3,Sunny,3.316666667,0
0,12192,0,17,11,Night Game,Night Game,0,8,5,Thursday,Wednesday,72,0,In Dome,3.1,0
0,22110,0,5,3,Night Game,Night Game,0,4,2,Thursday,Wednesday,62,9,Cloudy,2.833333333,0
1,32187,0,9,4,Night Game,Night Game,2,7,3,Thursday,Wednesday,79,8,Sunny,3.283333333,0
0,23395,0,11,8,Night Game,Night Game,0,3,1,Thursday,Tuesday,64,11,Overcast,2.766666667,0
0,21599,0,6,4,Day Game,Night Game,2,4,2,Thursday,Thursday,66,8,Cloudy,3.166666667,0
0,25482,0,9,4,Night Game,Night Game,1,7,1,Thursday,Wednesday,76,0,In Dome,2.85,0
0,17836,0,8,8,Night Game,Night Game,3,4,3,Thursday,Wednesday,77,0,In Dome,3.166666667,0
1,45983,1,7,3,Night Game,Night Game,1,12,9,Thursday,Wednesday,70,4,Sunny,3.05,1
0,25041,0,8,4,Night Game,Night Game,1,12,8,Thursday,Wednesday,73,0,In Dome,3.133333333,1
0,13888,0,7,3,Night Game,Night Game,0,13,4,Thursday,Wednesday,78,5,Unknown,3.333333333,1
0,20865,0,6,5,Night Game,Night Game,3,4,1,Thursday,Wednesday,81,3,Sunny,2.916666667,0
1,26520,0,8,4,Night Game,Night Game,1,12,5,Wednesday,Tuesday,90,4,Cloudy,3.366666667,1
0,12732,1,10,5,Night Game,Night Game,0,5,3,Wednesday,Tuesday,72,0,In Dome,2.816666667,0
1,33573,0,14,10,Day Game,Night Game,1,7,2,Wednesday,Tuesday,61,2,Cloudy,3.55,0
0,34319,0,4,2,Night Game,Night Game,1,4,5,Wednesday,Tuesday,67,9,Unknown,2.95,1
0,16096,1,10,6,Night Game,Night Game,0,12,7,Wednesday,Tuesday,78,6,Unknown,3.333333333,1
